Studio,Category,Original criterion,Simplified requirement,Nestlé/WPP responsibility,Current status,Evidence,Missing requirement,Next action,Owner,Dependency,Target date
MENA,Production Excellence,"Do all boosted assets go through CX, with only 100% scored assets turned over?",CreativeX access and compliant use,WPP,Fulfilled,Needs stronger embedded quality governance if MENA is to mature further,None identified in scorecard,Creative quality and operational quality should be monitored with clear checks,WPP,Source dependency: Not provided · Rule-based prerequisites: Access to and use of the Nestlé tool stack: Open,Not provided
MENA,Production Excellence,"Does the Studio use Talkwalker or any WPP tool to gather audience, search, social, CRM, performance or trends?",Talkwalker or equivalent audience and trend intelligence,WPP,Not fulfilled,this is driven by the scopes nature- we barely have always on scopes.,Talkwalker or equivalent audience and trend intelligence,Trend inputs should be accessible and converted into content action,Shared,Source dependency: Not provided · Rule-based prerequisites: Access to and use of the Nestlé tool stack: Open; Embedded analyst or insight capability: Fulfilled,Not provided
MENA,Production Excellence,Are final assets uploaded to ContentHub and tagged correctly on a regular basis?,"ContentHub onboarding, upload and tagging discipline",WPP,Fulfilled,this is taking place,None identified in scorecard,Content Hub or equivalent should be actively used,Shared,Source dependency: Not provided · Rule-based prerequisites: Consistent shared workflow and approval process: Open; Access to and use of the Nestlé tool stack: Open,Not provided
MENA,Production Excellence,"Are AI Tools like WPP Open used to imrpve workflow, analysis and planning; Nestlé-compliant AI tools (Firefly) are used for adaptation and craft?",Compliant AI access and practical workflow use,WPP,Fulfilled,Status workbook: On-Going — can you please clarify this point?,None identified in scorecard,AI should be applied in practical and scalable ways,Shared,Source dependency: Not provided · Rule-based prerequisites: Access to and use of the Nestlé tool stack: Open,Not provided
MENA,Production Excellence,Does the Studio utilize Nestlé licenses for Adobe Creative Cloud?,Adobe Creative Cloud access and production use,WPP,Not fulfilled,what is the optimal tool stack?,Adobe Creative Cloud access and production use,Localization technology should support efficient adaptation and production,WPP,Source dependency: Not provided · Rule-based prerequisites: Access to and use of the Nestlé tool stack: Open; Dedicated internal or external production capability: Fulfilled,Not provided
MENA,Production Excellence,Is content planned for multiplicity?,Multiplicity embedded in briefing and content planning,WPP,Fulfilled,what are the parameters being measured?,None identified in scorecard,Content should be designed for re expression from the start,WPP,"Source dependency: Not provided · Rule-based prerequisites: Complete briefs with sufficient lead time and timely challenge: Open; Media, CRM and performance collaboration embedded in planning: Open",Not provided
MENA,Category Expertise,"Are media, CRM and performance insights embeded into content planning, timelines and content optimization?","Media, CRM and performance collaboration embedded in planning",WPP,Not fulfilled,This is an area where we would like to see actual examples in order to assess needed actions and stakeholders,"Media, CRM and performance collaboration embedded in planning",Clear media and performance partners feeding learning into content,Shared,Source dependency: Not provided · Rule-based prerequisites: Brand stakeholders involved in content planning: Fulfilled; Regular leadership and brand governance cadence: Open,Not provided
MENA,Category Expertise,Are incorrect briefs redirected to NBS or other content partners?,Correct brief routing and redirection,WPP,Fulfilled,Not provided,None identified in scorecard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Regular leadership and brand governance cadence: Open; Consistent shared workflow and approval process: Open,Not provided
MENA,Category Expertise,Does the Studio work with NBS?,Defined collaboration with AOR and NBS,WPP,Fulfilled,Needs clearer integration if production is split across teams or markets,None identified in scorecard,"Clear role between studio, production teams, and any offshore or scale support",Shared,Source dependency: Not provided · Rule-based prerequisites: Correct brief routing and redirection: Fulfilled; Regular leadership and brand governance cadence: Open,Not provided
MENA,Category Expertise,Does the Studio work with AOR?,Defined collaboration with AOR and NBS,WPP,Fulfilled,Needs clearer integration if production is split across teams or markets,None identified in scorecard,"Clear role between studio, production teams, and any offshore or scale support",Shared,Source dependency: Not provided · Rule-based prerequisites: Correct brief routing and redirection: Fulfilled; Regular leadership and brand governance cadence: Open,Not provided
MENA,Category Expertise,Is brand knowledge updated based on industry and brand movements?,"Current brand, audience and category knowledge",WPP,Fulfilled,Not provided,None identified in scorecard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Brand stakeholders involved in content planning: Fulfilled,Not provided
MENA,Category Expertise,Does the studio have a dedicated external or inhouse production or capability?,Dedicated internal or external production capability,WPP,Fulfilled,"MENA can likely produce, but RED requires an explicit workflow model, not just output execution",None identified in scorecard,Production operating model should be intentional and scalable,WPP,Source dependency: Not provided · Rule-based prerequisites: Clear annual scope by quantity and asset type: Open; Commercial documents issued to agreed timelines: Open; Dedicated WPP production leadership: Fulfilled,Not provided
MENA,Category Expertise,Does the Studio utilize brand audience and segmentation in Content Planning?,Audience and segmentation applied to content planning,WPP,Fulfilled,Status workbook: On-Going — what tools are available for that?,None identified in scorecard,Audience intelligence should shape planning and optimization,Shared,Source dependency: Not provided · Rule-based prerequisites: Dedicated content strategy capability: Fulfilled; Embedded analyst or insight capability: Fulfilled,Not provided
MENA,Category Expertise,Does the Studio utilize community and social signals used in Content Planning?,Community and social signals applied to content planning,WPP,Fulfilled,Not provided,None identified in scorecard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: Embedded analyst or insight capability: Fulfilled; Talkwalker or equivalent audience and trend intelligence: Open,Not provided
